number_of_rooms,floor,area,address,date,price
1,1,49.0,Поликлиника 14,21.01.2022 18:10,350000
1,4,51.0,46 мкр,21.01.2022 18:10,350000
2,11,68.0,Ориентир Олимпийский Комитет,21.01.2022 17:57,461380
1,17,41.0,Зарафшон,21.01.2022 17:56,130000
2,11,79.0,Ориентир Овир,21.01.2022 17:16,490000
2,12,50,,21.01.2022 17:09,837500
2,15,83.0,Ориентир Управление Противопожарной Службы,21.01.2022 16:44,572700
4,7,124.0,Ориентир Новый Точиксодиротбанк,21.01.2022 16:38,912640
2,8,77.0,Мехргон,21.01.2022 16:36,339000
4,2,70.0,102 мкр,21.01.2022 16:35,650000
2,3,71.0,И. Сомони,21.01.2022 16:07,830000
1,3,29.0,Фирдавси,21.01.2022 15:57,280000
3,6,75.0,Фирдавси,21.01.2022 15:56,560000
1,3,55.0,Ориентир Гостиница Душанбе,21.01.2022 15:55,442750
2,13,97.0,Ориентир Душанбе ВодоКанал,21.01.2022 15:54,624680
6,4,185.0,Ориентир Олимпийский Комитет,21.01.2022 15:49,1489250
2,5,114.0,Хитой бозор,21.01.2022 15:48,490000
2,9,71.0,Хитой Бозор,21.01.2022 15:45,350000
2,5,77.0,102мкр,21.01.2022 15:40,441180
3,7,80.0,61 мкр,21.01.2022 15:39,540000
2,6,102.0,Хитойбозор,21.01.2022 15:38,450000
2,12,76.0,Профсоюз,21.01.2022 15:33,343000
2,7,65.0,Товус,21.01.2022 15:33,272000
2,4,37.0,Шоҳмансур,21.01.2022 15:06,398000
6,17,162.0,Ориентир Душанбинское УВД,21.01.2022 14:53,1117800
3,13,101.0,Ориентир Раёсати Корхои Дохилии Шахр,21.01.2022 14:39,678720
2,6,80.0,112 мкр,21.01.2022 14:27,510000
5,18,203.0,Напротив бывшего магазина Ласточка,21.01.2022 14:07,1400700
2,4,55.0,Фирдавси,21.01.2022 13:49,288000
4,1,84.0,Сино 2,21.01.2022 13:43,550000
6,7,204.0,Ориентир Главный офис Вавилон,21.01.2022 13:28,1591200
2,1,66.0,Фирдавси,21.01.2022 12:54,400000
2,9,46.0,92 мкр,21.01.2022 12:24,420000
2,6,50.0,Поёни Корвон,21.01.2022 11:55,195000
2,16,50,,21.01.2022 11:34,320000
1,4,60.0,И. Сомони,21.01.2022 11:29,340500
2,11,91.0,Ориентир Клиника Жасмин,21.01.2022 11:27,560000
6,16,216.0,Ориентир Душанбинский Экономический Суд,21.01.2022 11:26,1490400
2,10,41.0,Сино,21.01.2022 11:18,400000
1,11,74.0,Ориентир ОВИР,21.01.2022 10:59,460000
5,12,174.0,Ориентир Гостиница Душанбе,21.01.2022 10:57,1130650
2,1,34.0,Гулистон,21.01.2022 10:43,273000
2,5,70.0,Зарафшон,21.01.2022 10:41,508500
5,10,127.0,Ориентир Напротив Ватана,21.01.2022 10:40,869060
3,4,50,,21.01.2022 10:37,792262
2,16,82.0,Ориентир Суди Иктисодии Душанбе,21.01.2022 10:37,565800
1,7,42.0,Сино,21.01.2022 10:32,330000
2,1,45.0,Сино,21.01.2022 10:28,365000
2,16,103.0,Ориентир Ватан,21.01.2022 10:26,613570
6,9,158.0,Ориентир Новый Пайкар,21.01.2022 10:23,1090200
1,14,68.0,Олимпийский Комитет,21.01.2022 10:22,435570
3,6,96.0,Ориентир Гостиница Душанбе,21.01.2022 10:17,673440
4,17,153.0,Ориентир Сбоку от здания УБОП,21.01.2022 10:14,1055700
1,15,46.0,Ориентир Гостиница Душанбе,21.01.2022 10:09,287780
3,15,147.0,Ориентир Хадамоти давлатии оташнишони,21.01.2022 10:08,1014300
1,13,59.0,Ориентир Национальный Патентный Центр,21.01.2022 09:54,379960
6,9,360.0,Сино,21.01.2022 09:22,4068000
2,9,58.0,Фирдавси,21.01.2022 09:16,380000
3,2,52.0,Сино,21.01.2022 09:13,440000
1,5,85.0,Дом печати,21.01.2022 08:44,630000
5,3,76.0,,21.01.2022 08:42,650000
1,4,26.0,Шохмансур,21.01.2022 08:06,240000
2,1,44.0,Фирдавси,21.01.2022 07:49,210000
2,2,48.0,Фирдавси,21.01.2022 07:11,260000
5,3,81.0,Сино,21.01.2022 07:07,736000
2,6,50,,21.01.2022 06:56,400000
4,4,90.0,Шохмансур,21.01.2022 01:47,650000
2,2,107.0,Фирдавси,21.01.2022 01:29,295000
2,14,70.0,Сино,21.01.2022 01:13,290000
3,8,70.0,Испечак,21.01.2022 00:55,624000
3,12,85.0,Фирдавси,21.01.2022 00:35,480000
2,12,40.0,Зарафшон,21.01.2022 00:33,160000
3,7,52.0,Зарафшон,21.01.2022 00:27,190000
2,5,77.0,102 мкр,21.01.2022 00:24,685000
4,6,145.0,Гранд отель,21.01.2022 00:23,1653000
3,3,58.0,31 мкр,20.01.2022 23:56,535000
2,11,60.0,Караболо,20.01.2022 23:38,798000
3,4,64.0,,20.01.2022 23:34,400000
2,4,66.0,Гипрозем,20.01.2022 23:31,450000
4,6,50,,20.01.2022 23:29,860000
3,1,70.0,,20.01.2022 22:59,605000
2,10,51.0,65 мкр,20.01.2022 22:09,328000
1,16,51.0,Шохмансур,20.01.2022 22:01,300000
2,3,53.0,Шохмансур,20.01.2022 21:55,210000
3,2,120.0,Исмоил Сомони,20.01.2022 21:53,1349000
1,14,59.0,Зарафшон,20.01.2022 21:40,130000
2,2,56.0,Сино,20.01.2022 21:07,485000
3,3,54.0,Фирдавси,20.01.2022 20:42,615000
4,4,63.0,65 мкр,20.01.2022 20:20,530000
2,11,50,,20.01.2022 20:17,350000
1,10,53.0,Сино,20.01.2022 19:53,215000
1,11,48.0,Фирдавси,20.01.2022 19:50,200000
5,2,78.0,Фирдавси,20.01.2022 19:33,881400
2,2,53.0,Автовокзал,20.01.2022 19:15,480000
3,5,108.0,Маяковский,20.01.2022 19:06,900000
1,11,55.0,Южный,20.01.2022 18:24,270000
2,1,60.0,Молодёжный театр,20.01.2022 18:16,383000
4,9,76.0,Фирдавси,20.01.2022 17:58,600000
5,11,143.0,Ориентир Налоговая Шохмансура,20.01.2022 17:32,953810
6,7,184.0,Ориентир Главный офис Вавилон,20.01.2022 17:27,1435200
2,15,50.0,Шохмансур,20.01.2022 17:25,460000
3,17,119.0,Ориентир Налоговая Шохмансура,20.01.2022 17:22,670560
2,8,80.0,ориентир Олимпийский Комитет,20.01.2022 17:21,579600
1,8,49.0,Сино,20.01.2022 17:18,341500
6,18,221.0,Напротив бывшего магазина Ласточка,20.01.2022 17:01,1524900
1,16,69.0,Ориентир Новый Точиксодиротбанк,20.01.2022 16:53,421340
1,8,53.0,Сино,20.01.2022 16:51,225663
6,18,212.0,Ориентир ДушанбеВодоКанал,20.01.2022 16:48,1462800
3,7,124.0,Ориентир Новый Точиксодиротбанк,20.01.2022 16:44,912640
3,4,106.0,Ориентир Новый Точиксодиротбанк,20.01.2022 16:43,835015
5,5,100.0,Испечак 2,20.01.2022 16:43,600000
1,3,63.0,Ориентир Бизнес Центр SAS,20.01.2022 16:43,503120
1,5,41.0,Сино,20.01.2022 16:40,300000
4,17,134.0,Ориентир Олимпийский Комитет,20.01.2022 16:40,755090
1,13,45.0,Ориентир Новый Точиксодиротбанк,20.01.2022 16:37,294980
2,2,40.0,Сино,20.01.2022 16:29,390000
6,4,167.0,92 мкр,20.01.2022 16:21,2000000
5,15,112.0,Ориентир Гостиница Душанбе,20.01.2022 16:19,669760
2,5,98.0,Испечак-1,20.01.2022 16:14,855000
1,8,58.0,Фирдавси,20.01.2022 16:11,300000
1,4,36.0,Фирдавси,20.01.2022 16:00,155000
2,8,68.0,н. Шохмансур куч.Асири (гардиши фурудгох),20.01.2022 15:58,349000
1,2,34.0,Цирк,20.01.2022 15:53,250000
1,1,26.0,,20.01.2022 15:48,170000
4,3,120.0,Ориентир Гостиница Душанбе,20.01.2022 15:29,966000
2,9,55.0,Сино 2 Автовокзал,20.01.2022 15:22,454000
3,9,80.0,Молодёжный театр,20.01.2022 15:05,799999
2,7,86.0,Профсоюз,20.01.2022 14:55,650000
1,3,52.0,Зарафшон,20.01.2022 14:52,345000
3,4,62.0,,20.01.2022 14:50,520000
2,9,50,,20.01.2022 14:29,390000
2,13,50,,20.01.2022 14:17,763600
4,12,144.0,Ориентир Гостиница Душанбе,20.01.2022 14:14,935710
3,2,87.0,64мкр,20.01.2022 14:13,545000
2,1,50.0,Сино,20.01.2022 14:10,400000
2,10,55.0,Шохмансур,20.01.2022 13:35,310000
2,2,78.0,Махаллаи Зарафшон,20.01.2022 13:34,440000
3,11,98.0,Шоҳмансур,20.01.2022 13:28,590000
2,4,38.0,н. Сино,20.01.2022 13:24,280000
2,1,41.0,,20.01.2022 13:13,400000
2,1,64.0,Сино,20.01.2022 13:03,310000
2,15,96.0,Сино,20.01.2022 12:55,980000
1,17,53.0,Фирдавси,20.01.2022 12:39,228562
3,9,76.0,46 мкр (Диагностика),20.01.2022 12:18,567000
2,2,78.0,Шохмансур,20.01.2022 12:10,720000
2,2,65.0,,20.01.2022 12:06,509512
2,8,65.0,Шохмансур,20.01.2022 12:03,327476
1,12,50,,20.01.2022 11:53,263000
3,3,103.0,Шоҳмансур,20.01.2022 11:29,464324
4,5,122.0,ориентир Олимпийский Комитет,20.01.2022 11:29,940010
4,1,74.0,Сино,20.01.2022 11:28,621500
2,3,50.0,Р-он Шохмансур,20.01.2022 11:19,400000
3,11,128.0,Ориентир ОВИР,20.01.2022 10:47,790000
3,3,75.0,Фирдавси,20.01.2022 10:34,410000
6,7,177.0,проспект Айни,20.01.2022 10:30,1359360
1,10,51.0,Ориентир Новый Точиксодиротбанк,20.01.2022 10:25,357180
3,4,90.0,Сино,20.01.2022 10:23,640000
3,1,62.0,Профсоюз,20.01.2022 10:18,637000
4,5,67.0,64 мкр,20.01.2022 09:59,600000
1,6,46.0,Айни,20.01.2022 09:48,210000
2,2,65.0,7-км,20.01.2022 09:48,485000
3,0,78.0,112мкр,20.01.2022 09:42,350000
2,4,50.0,Штаб Аэропорта,20.01.2022 09:34,400000
3,19,135.0,Спартак,20.01.2022 09:09,800000
3,3,75.0,Фирдавси,20.01.2022 08:29,600000
1,4,42.0,н. Фирдавси,20.01.2022 08:26,320000
2,5,60.0,Сино,20.01.2022 07:38,340000
3,4,65.0,91мкр,20.01.2022 07:22,524000
2,2,68.0,Зарафшон,20.01.2022 06:49,455000
3,4,50,,20.01.2022 03:31,450000
5,1,100.0,103мкр,20.01.2022 01:03,760000
3,8,83.0,101мкр,20.01.2022 00:49,800000
1,3,51.0,И.Сомони,20.01.2022 00:37,405000
2,10,62.0,92 мкр,20.01.2022 00:31,587600
3,10,50,,20.01.2022 00:31,627550
5,4,100.0,Сино,19.01.2022 23:57,650000
2,6,52.0,Сино,19.01.2022 23:34,395000
2,8,74.0,Мехкалон 112,19.01.2022 23:33,435000
3,9,100.0,112 мкр,19.01.2022 23:26,599000
2,9,76.0,Шохмансур,19.01.2022 23:19,640000
4,2,100.0,,19.01.2022 22:35,950000
2,2,54.0,Испечак 2,19.01.2022 22:11,410000
3,3,85.0,84 мкр,19.01.2022 21:46,580000
3,1,53.0,61мкр,19.01.2022 21:22,590000
2,11,77.0,Овир,19.01.2022 20:26,437000
2,4,46.0,Сино,19.01.2022 20:14,466000
3,1,65.0,Сино,19.01.2022 20:01,400000
3,2,75.0,Зарафшон,19.01.2022 19:00,590600
1,1,43.0,Фирдавси,19.01.2022 18:54,260000
1,5,51.0,Военный городок,19.01.2022 18:51,361600
4,3,72.0,Сино,19.01.2022 18:47,680000
4,7,120.0,112 мкр,19.01.2022 18:20,852000
1,6,62.0,Шохмансур,19.01.2022 17:53,400000
2,15,55.0,46 мкр,19.01.2022 17:53,500000
2,15,78.0,Ориентир Напротив Минтранса,19.01.2022 17:32,489060
1,9,62.0,Шохмансур,19.01.2022 17:20,475000
2,4,44.0,Сино,19.01.2022 17:19,340000
3,3,63.0,Испечак М30/1 кв 47,19.01.2022 17:14,600000
3,2,70.0,Сино,19.01.2022 17:09,660000
6,18,150.0,Ориентир Олимпийский Комитет,19.01.2022 16:33,872100
2,2,77.0,Сино,19.01.2022 16:30,470000
3,9,141.0,Ориентир Бизнес Центр SAS,19.01.2022 16:05,989110
1,1,50,,19.01.2022 16:04,260000
3,2,90.0,Зарафшон 2,19.01.2022 15:59,700000
3,5,122.0,Ориентир Олимпийский Комитет,19.01.2022 15:54,940010
6,17,199.0,Ориентир Налоговая Шохмансура,19.01.2022 15:38,1309850
2,7,64.0,Ориентир Новый Точиксодиротбанк,19.01.2022 15:35,473980
4,3,100.0,Ориентир Гостиница Душанбе,19.01.2022 15:33,805000
6,15,156.0,Ориентир Минтранс,19.01.2022 15:31,1076400
6,4,155.0,Ориентир Олимпийский Комитет,19.01.2022 15:30,1302000
4,18,151.0,Ориентир магазин Ласточка,19.01.2022 15:27,1041900
2,13,81.0,Ориентир Душанбе ВодоКанал,19.01.2022 15:22,544320
2,8,64.0,46 мкр,19.01.2022 15:22,470000
3,15,84.0,,19.01.2022 15:20,470000
2,17,81.0,Ориентир Душанбинское УВД,19.01.2022 15:20,558900
3,16,145.0,Ориентир Душанбинский Экономический Суд,19.01.2022 15:19,1000500
4,13,130.0,Ориентир Новый Точиксодиротбанк,19.01.2022 15:08,822250
5,14,198.0,Ориентир Бывший Магазин Камолот,19.01.2022 15:08,1366200
2,4,106.0,Ориентир Новый Точиксодиротбанк,19.01.2022 15:01,836230
4,15,132.0,Ориентир Гостиница Душанбе,19.01.2022 14:57,789360
2,5,60.0,А.Сино,19.01.2022 14:51,452000
4,6,75.0,Сино,19.01.2022 14:49,650000
4,14,146.0,Ориентир Олимпийский Комитет,19.01.2022 14:34,898340
1,9,43.0,Ориентир Гостиница Душанбе,19.01.2022 14:17,307580
1,8,43.0,Ориентир Налоговая Шохмансура,19.01.2022 13:58,310360
4,4,117.0,Шохмансур,19.01.2022 13:48,1140000
6,8,190.0,Ориентир олимпийский комитет,19.01.2022 13:30,1365720
2,5,57.0,Гипрозем,19.01.2022 13:25,400000
1,6,73.0,н.Шохмансур,19.01.2022 13:17,420000
3,4,50.0,Фирдавси,19.01.2022 12:50,340000
2,6,40.0,Якачинор,19.01.2022 12:44,370000
3,14,50,,19.01.2022 12:41,471000
6,7,159.0,Ориентир Напротив Ватан,19.01.2022 12:29,1170240
3,9,120.0,Дом Печати,19.01.2022 12:19,1450000
2,4,50.0,,19.01.2022 11:53,280000
4,1,90.0,101 мкр,19.01.2022 11:52,795000
3,8,92.0,Гулистон,19.01.2022 11:51,750000
3,5,110.0,Сино,19.01.2022 11:50,970000
3,2,60.0,Аэропорт,19.01.2022 11:40,570000
4,13,115.0,Ориентир Ватан,19.01.2022 11:26,727380
4,2,150.0,112 мкр,19.01.2022 11:19,1650000
6,10,197.0,Профсоюз,19.01.2022 11:17,1499000
3,12,99.0,Ориентир Бизнес Центр SAS,19.01.2022 11:16,643250
2,4,61.0,Ориентир Напротив Ватан,19.01.2022 10:57,481230
1,3,28.0,1 советский,19.01.2022 10:47,225000
2,6,78.0,Ориентир Гостиница Душанбе,19.01.2022 10:45,590230
1,13,54.0,Поворот Аэропорт,19.01.2022 10:29,342000
2,9,44.0,,19.01.2022 10:16,365000
4,19,144.0,Шохмансур,19.01.2022 10:16,660000
3,2,131.0,Ориентир магазин Samsung,19.01.2022 10:08,1247380
3,8,110.0,И. Сомони. парк. С. Айни.,19.01.2022 10:05,999000
6,14,219.0,Ориентир Бывший Магазин Камолот,19.01.2022 09:57,1511100
1,2,34.0,Фирдавси,19.01.2022 09:55,165000
2,4,50.0,92 мкр,19.01.2022 09:47,433200
6,5,187.0,Ориентир Налоговая Шохмансура,19.01.2022 09:39,1440840
6,14,210.0,Ориентир Национальный Патентный Центр,19.01.2022 09:37,1449000
5,13,160.0,Ориентир Новый Точиксодиротбанк,19.01.2022 09:23,1012000
3,4,44.0,Маяковский,19.01.2022 09:21,421800
3,4,54.0,84мкр,19.01.2022 09:18,478800
3,15,117.0,Ориентир Бизнес Центр SAS,19.01.2022 09:15,699660
4,4,140.0,102мкр,19.01.2022 09:08,1106000
4,2,87.0,Зарафшон,19.01.2022 09:02,630000
4,1,105.0,И.Сомони,19.01.2022 08:49,1250000
2,10,63.0,91 мкр,19.01.2022 08:45,558000
2,7,55.0,Сино,19.01.2022 06:58,345000
3,11,82.0,Зарнисор,19.01.2022 06:40,220000
2,9,75.0,Сино,19.01.2022 04:19,300000
4,10,121.0,Сомони,19.01.2022 02:58,1420000
3,1,90.0,Фирдавси,19.01.2022 02:05,600000
1,8,68.0,112 мкр,19.01.2022 01:10,389000
4,4,68.0,61 мкр,19.01.2022 01:10,600000
1,13,44.0,Зарафшон,19.01.2022 01:09,150000
3,11,119.0,82мкр,19.01.2022 00:44,634800
2,2,41.0,,19.01.2022 00:40,385000
2,3,60.0,Фирдавси,19.01.2022 00:33,350000
1,6,40.0,Гипрозем,18.01.2022 23:32,280000
4,1,80.0,65 мкр,18.01.2022 23:26,590000
2,7,81.0,Фирдавси,18.01.2022 23:26,628800
2,4,38.0,Садбарг,18.01.2022 22:53,365000
2,3,55.0,92 мкр,18.01.2022 21:56,420000
3,4,75.0,91 мкр,18.01.2022 21:54,537000
4,13,50,,18.01.2022 21:23,1500000
3,11,82.0,Зарнисор,18.01.2022 21:01,220000
2,5,51.0,Исмоили Сомони,18.01.2022 20:48,450000
4,4,85.0,102 мкр,18.01.2022 20:37,590000
2,3,40.0,Исмоили Сомони,18.01.2022 20:32,390000
2,2,68.0,92мкр,18.01.2022 20:22,432065
2,3,36.0,,18.01.2022 20:12,390000
2,1,50,,18.01.2022 20:02,380000
1,14,53.0,Дом Печать,18.01.2022 19:48,300000
2,10,77.0,Сино,18.01.2022 19:38,470000
2,9,84.0,И.Сомонӣ,18.01.2022 19:35,550000
2,14,78.0,92 мкp,18.01.2022 19:29,370000
4,6,86.0,Фирдавси,18.01.2022 18:29,550000
2,7,54.0,Фирдавси,18.01.2022 17:48,330000
1,4,42.0,Зарнисор,18.01.2022 17:22,240000
2,13,46.0,Сино 1,18.01.2022 17:11,300000
2,1,51.0,Жилмасив Милицейский школа кожанний Больница,18.01.2022 17:07,315000
3,5,64.0,,18.01.2022 17:03,550000
2,14,81.0,,18.01.2022 16:32,530874
3,5,92.0,Ориентир Олимпийский Комитет,18.01.2022 16:30,708860
1,12,66.0,И. Сомони,18.01.2022 16:26,524000
2,14,69.0,Шохмансур,18.01.2022 16:26,452226
2,4,91.0,И. Сомони,18.01.2022 16:21,600000
2,3,42.0,Пивзавод,18.01.2022 16:16,400000
5,11,142.0,Ориентир Новый Точиксодиротбанк,18.01.2022 16:13,971710
2,13,59.0,Сино,18.01.2022 16:08,152300
3,2,130.0,94 мкр,18.01.2022 16:05,1300070
6,14,166.0,Ориентир Олимпийский Комитет,18.01.2022 16:04,1021400
2,1,44.0,,18.01.2022 16:01,470000
2,3,41.0,Фирдавси поени корвон гранзавод,18.01.2022 16:00,280000
5,11,158.0,Ориентир Олимпийский Комитет,18.01.2022 15:58,1053860
6,7,197.0,Ориентир Хукумат Шохмансур,18.01.2022 15:56,1512960
2,3,35.0,,18.01.2022 15:47,270000
3,10,106.0,ОВИР,18.01.2022 15:41,677000
3,1,57.0,Фирдавси,18.01.2022 15:12,330000
2,3,55.0,,18.01.2022 14:50,480000
2,3,50.0,92мкр,18.01.2022 14:41,495000
1,11,67.0,Ориентир ОВИР,18.01.2022 14:40,420000
2,2,48.0,Фирдавси,18.01.2022 14:18,200000
1,5,30.0,Испечак 2,18.01.2022 13:48,250000
